"NCE","OGA","OGS","OGN","CNL","AQS","LCP","LCC","LCL","LCI","LATITUDINE","LONGITUDINE","FRF","FRM","FRD","FRBT","FRBI","FRBC","FROP","FROS","FROG","FROO","FRI","FRZS","FRZI","CNTT","CNTE","CNTW","CNTS"
"R20FRB0327","museo, galleria e/o raccolta","Storia naturale e scienze naturali","Museo Aquilegia","https://www.sardegnacultura.it/j/v/258?s=24520&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Aquilegia","OR","Masullas",,"Via San Francesco, 4,6","39.701419401","8.780565483","aperto","a pagamento","Le esposizioni si svolgono su 600mq circa lungo un percorso basato sulla cronologia degli eventi geologici e biologici che hanno portato il nostro pianeta, attraverso lenti ma continui cambiamenti, all'evoluzione degli organismi viventi e dei loro ambienti, preparando l'attuale meravigliosa biodiversità. Il visitatore potrà scoprire i più significativi reperti provenienti dalle antiche miniere della Sardegna, oggi comprese entro il Parco Geominerario, Storico e Ambientale della Sardegna, riconosciuto dall'UNESCO come Patrimonio dell'Umanità. Partendo da 2,5 miliardi di anni fa vengono scandite, entro precise epoche geologiche ed in particolare attraverso i meravigliosi tesori sotterranei della Sardegna, i minerali ed i fossili, le diverse fasi della formazione dell'isola e del lungo viaggio che l'ha portata fino al centro del Mediterraneo.",,,,,,"SA-DO","10:00-13:00// 15:00-18:00","Non sono attualmente disponibili informazioni aggiornate sui biglietti. Le visite al di fuori dei giorni di apertura definiti sono possibili con prenotazione anticipata.","bookshop// laboratori didattico-educativi// visite guidate","Le tematiche previste per i laboratori didattico-educativi, data la grande articolazione delle offerte, possono essere visionate nella pagina web dedicata: http://www.museoaquilegia.org/didattica-per-le-scuole . Con partenza dal centro museale, il museo organizza percorsi di puro interesse geologico, faunistico, botanico o paesaggistico, adattandoli alle esigenze di tempo e difficoltà per i richiedenti. In particolare si organizzano gite ed escursioni entro le aree del Parco Geominerario Storico ed Ambientale della Sardegna.","+39 3333544271// +39 3201184545","info@museoaquilegia.org// didattica.museoaquilegia@gmail.com","https://www.polomusealemasullas.it/museo-di-storia-naturale-aquilegia/#// http://www.museoaquilegia.org","https://it-it.facebook.com/museonaturalistico.aquilegia"
"R20FRB0328","museo, galleria e/o raccolta","Archivio storico comunale","Archivio Storico Comunale di Sassari","https://www.sardegnacultura.it/j/v/258?s=37919&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Archivio Storico Comunale di Sassari","SS","Sassari",,"Via Insinuazione, 31, 33","40.726980125","8.560385579","aperto","gratuita","La preziosa produzione documentaria, conservata nell'Archivio Storico Comunale della città di Sassari, copre un arco temporale che va dal 1316 fino al Novecento. L'Archivio contiene: cartografia storica, gli statuti sassaresi e gli archivi storici comunali. L’Archivio organizza anche manifestazioni e eventi culturali in proprio o in collaborazione con altre Istituzioni.",,,,"// ","// ","LU, ME, VE// MA, GI","08:30-13:00// 08:30-13:00// 15:00-18:00","L’accesso all’Archivio Storico Comunale è libero, gratuito e consentito a tutti, previa compilazione della domanda di studio valevole per l’anno in corso. L’Archivio Storico Comunale è a disposizione di studiosi e ricercatori ai quali viene fornita la dovuta assistenza a partire dalla individuazione dei percorsi della ricerca.","fotoriproduzione// laboratori didattico-educativi// sala di consultazione// visite guidate","I documenti possono essere riprodotti dal servizio di fotoriproduzione o con mezzi propri sempre in base a un tariffario comunale. L'eventuale pubblicazione dei documenti è subordinata all’autorizzazione che viene rilasciata dalla Direzione dell’Istituto. La sala di consultazione è aperta al pubblico dal lunedì al sabato negli stessi orari dell'archivio. Altri dettagli e regole sui servizi sono definiti nella Carta Servizi, che si può scaricare dal sito dell'archivio: http://archiviostorico.comune.sassari.it","+39 079 279590","archiviostorico@comune.sassari.it","http://archiviostorico.comune.sassari.it","http://www.facebook.com/ComunediSassari/"
"R20FRB0329","museo, galleria e/o raccolta","Tematico e/o specializzato","Museo del Porto","https://www.sardegnacultura.it/j/v/258?s=37917&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo del Porto","SS","Porto Torres",,"Via Antonietta Bassu, 1","40.837868921","8.399880102","aperto","gratuita","Il Museo del Porto vuole essere un contributo per la conservazione della memoria della città portuale attraverso una raccolta di immagini, filmati e testimonianze, che documentano prima e seconda metà del Novecento, i cambiamenti sociali, e lo sviluppo del porto turritano. Le proiezioni e il plastico centrale sono racchiusi da vetrate con la forma dello scafo di una nave. Il plastico riproduce l’abitato di Porto Torres nel primo Novecento, e il porto industriale del secondo Novecento.",,,,"Ottobre-Aprile// Maggio-Settembre// Maggio-Settembre","invernale// estivo// estivo","MA, SA// MA// GI, SA","10:00-13:00// 10:00-13:00// 17:00-20:00","Al di fuori degli orari indicati è possibile la fruizione della struttura previa prenotazione telefonica o via e-mail. Non sono temporaneamente disponibili informazioni aggiornate sui biglietti, si consiglia di contattare anticipatamente la struttura.","laboratori didattico-educativi// visite guidate",,"+39 3470082446// +39 3472751234","portotorres.museodelporto@gmail.com// assovelapt@gmail.com","http://www.museodelporto.it","https://www.facebook.com/MuseoDelPorto"
"R20FRB0330","area o parco archeologico","Archeologia","Area archeologica Su Nuraxi","https://www.sardegnacultura.it/j/v/258?s=20710&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Area archeologica Su Nuraxi","SU","Barumini",,"Viale Su Nuraxi, s.n.c./ SP 44 km 0,55","39.705902323","8.990714021","aperto","a pagamento","L’area è costituita da un imponente nuraghe complesso, costruito in diverse fasi, e da un esteso villaggio di capanne sviluppatosi tutto intorno nel corso dei secoli. Un luogo unico nel suo genere e per questo, ormai dal 1997, riconosciuto dall’UNESCO Patrimonio Mondiale dell’Umanità.","cumulativo intero// cumulativo ridotto// cumulativo ridotto// cumulativo ridotto// gratuito","euro 14,00// euro 11,00// euro 8,00// euro 7,00// ","Adulti oltre 18 anni, visita Su Nuraxi, Casa Zapata, Centro G. Lilliu.// Minori dai 13 ai 17 anni. Visita Su Nuraxi, Casa Zapata, Centro G. Lilliu.// Minori dai 7 ai 12 anni. Visita Su Nuraxi, Casa Zapata, Centro G. Lilliu.// Per tutte le età, nel caso l'area archeologica sia visitabile solo parzialmente a causa della pioggia. Visita Su Nuraxi, Casa Zapata, Centro G. Lilliu.// L'ingresso con biglietto gratuito per tutto il sito, con visita guidata, è garantito per i minori sino ai 6 anni, disabili e  accompagnatori, gli accompagnatori di scolaresche nella percentuale stabilita dalla legge di 1 ogni 15, tutti i dipendenti del MiBACT.","Novembre-Febbraio// Marzo// Aprile,Settembre// Maggio-Giugno, Agosto// Luglio","// // // // ","LU-DO// LU-DO// LU-DO// LU-DO// LU-DO","09:00-17:00// 09:00-17:30// 09:00-19:30// 09:00-20:00// 09:00-20:30","Per ragioni di sicurezza, in giornate di pioggia l’area archeologica può non essere accessibile, oppure accessibile solo parzialmente. È consigliato un abbigliamento comodo e sportivo e in particolare: nella stagione calda l’utilizzo di cappellini, crema solare e acqua; nella stagione fredda l’utilizzo di impermeabili e scarpe anti-scivolo. Non è ammesso l'ingresso di animali ad eccezione dei cani guida per non vedenti nel Polo Museale Casa Zapata, e nel Centro Giovanni Lilliu. Ingresso gratuito ogni prima domenica del mese consentito solo per la visita del villaggio nuragico circostante il nuraghe. Prenotazione: solo per visita notturna.","accessibilità fisica facilitata per visitatori con esigenze specifiche// bookshop// visite guidate","Le visite guidate partono ogni mezz'ora iniziando dall'orario di apertura sino ad un'ora prima della chiusura.","+39 070 9368128// +39 3771805443// +39 3771716166","fondazionebarumini@tiscali.it// prenotazioni@fondazionebarumini.it","http://www.fondazionebarumini.it/it/area-archelogica-su-nuraxi","https://it-it.facebook.com/fondazionebarumini// https://twitter.com/FondazBarumini"
"R20FRB0332","museo, galleria e/o raccolta","Tematico e/o specializzato","Casa Todde, Museo del Mare Giorgio Capai","https://www.sardegnacultura.it/j/v/258?s=37907&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Casa Todde, Museo del Mare Giorgio Capai","SU","Villasimius",,"Via Roma, 60","39.144279225","9.516328087","aperto","a pagamento","Nel museo è presente una ricca collezione di crest in legno oltre ad un considerevole assortimento di preziosi oggetti d’arredo e strumentazione per la navigazione raccolti, dal sig. Capai, in anni di viaggi in tutto il mondo. Nel museo è possibile visionare documentari audiovisivi, sull'Area Marina Protetta di Villasimius. Di notevole impatto è la sala, munita di maxischermo e occhialini, per la proiezione di un emozionante filmato in 3D, dell'AMP, realizzato dal regista Roberto Rinaldi.",,,,,,"MA-DO","09:00-13:00// 17:00-21:00","Non sono attualmente disponibili informazioni aggiornate sui biglietti; si consiglia di contattare anticipatamente la struttura per definire costi e modalità d'accesso.","visite guidate",,"+39 070 792076","museo@villasimiusweb.com// museovillasimius@gmail.com",,
"R20FRB0333","monumento o complesso monumentale","Chiesa, edificio o complesso monumentale religioso","Ipogeo di San Salvatore","https://www.sardegnacultura.it/j/v/258?s=17749&v=2&c=2489&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Ipogeo di San Salvatore","OR","Cabras",,"Piazza San Salvatore, s.n.c.","39.920816370","8.451847471","aperto","a offerta libera","L’ipogeo, parzialmente scavato nella roccia, si trova sotto la chiesa seicentesca dedicata a Gesù Salvatore, nel villaggio omonimo. L'ipogeo è formato da cinque ambienti intorno ad una stanza centrale circolare nella quale si trova il pozzo a base quadrata. I muri sono stati ricoperti di vari disegni e affreschi durante i tanti secoli della sua esistenza, dai tempi dei romani in poi. Si possono intravedere ancora disegni di navi, animali, lettere del alfabeto greco e figure umane.",,,,,,"LU-VE","11:00-13:00","Per visitare l'ipogeo è necessario rivolgersi al Municipio di Cabras, nell'ambito degli orari definiti. La chiesetta è gestita da volontari, quindi l'orario può variare. L'ingresso è a offerta libera alla chiesa. Si consiglia di pianificare con anticipo la visita, contattando il servizio ai beni culturali del comune di Cabras al numero +39 0783 397232.",,,"+39 0783 397232// +39 3343113096","affari.generali@comune.cabras.or.it// info@prolococabras.it","https://www.comune.cabras.or.it/node/83",
"R20FRB0334","museo, galleria e/o raccolta","Archivio di Stato","Archivio di Stato di Cagliari","https://www.sardegnacultura.it/j/v/258?s=37896&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Archivio di Stato di Cagliari","CA","Cagliari",,"Via Gallura, 2","39.213500320","9.119886999","aperto","gratuita","L'Archivio di Stato di Cagliari è un organo periferico del Ministero per i Beni e le Attività Culturali, dipendente dalla Direzione Generale degli Archivi. Provvede alla conservazione dei documenti prodotti dagli uffici statali centrali e periferici, preunitari e postunitari, a partire dal Medioevo sino alla seconda metà del XX secolo.",,,,"// // ","// // ","LU, ME, VE// MA, GI// SA","08:30-13:45// 08:30-17:30// 08:30-13:30","Il martedì e il giovedì, dalle ore 08:30 alle ore 17:30, l'archivio apre  per la sola consultazione di materiali e documenti. Prenotazione: nessuna.","fotoriproduzione// sala di consultazione","I documenti possono essere riprodotti dal servizio di fotoriproduzione o con mezzi propri sempre in base al tariffario ministeriale. L'eventuale pubblicazione dei documenti è subordinata all’autorizzazione che viene rilasciata dalla Direzione dell’Istituto. La sala di consultazione è aperta al pubblico dal lunedì al sabato negli stessi orari dell'archivio. La Sala di consultazione è chiusa nei giorni festivi, e per la festività del santo patrono, San Saturnino, il 30 ottobre. Altri dettagli sui servizi possono essere visionati nel sito istituzionale dell'archivio: http://www.archiviostatocagliari.it","+39 070 669450// +39 070 665772// +39 070 653401 FAX","as-ca@beniculturali.it// mbac-as-ca@mailcert.beniculturali.it","http://www.archiviostatocagliari.it","https://www.facebook.com/archiviodistatodicagliari"
"R20FRB0335","area o parco archeologico","Luogo di culto","Basilica paleocristiana San Saturno/ San Saturnino","https://www.sardegnacultura.it/j/v/258?s=18065&v=2&c=2488&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Basilica paleocristiana San Saturno/ San Saturnino","CA","Cagliari",,"Piazza San Cosimo, s.n.c.","39.214014631","9.123376844","aperto","gratuita","Dedicata al patrono di Cagliari, la Basilica fa parte dell’area della necropoli cristiana più antica di Cagliari, uno dei più importanti complessi paleocristiani della Sardegna. L’edificio, risalente ai secoli V-VI d.C., sarebbe stato eretto sul sepolcro di San Saturnino, martirizzato nel 304. Dell’edificio originario, a croce greca con cupola emisferica all’incrocio dei bracci, rimangono solo il corpo centrale e parte dell’abside.",,,,,,"GI-SA, LU","09:00-13:00","Prenotazione: facoltativa.",,,"+39 070 662496","drm-sar.sansaturnino@beniculturali.it","https://musei.sardegna.beniculturali.it/musei/basilica-di-san-saturnino",
"R20FRB0336","museo, galleria e/o raccolta","Biblioteca universitaria","Biblioteca Universitaria di Cagliari","https://www.sardegnacultura.it/j/v/258?s=37897&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Biblioteca Universitaria di Cagliari","CA","Cagliari",,"Via Università, 32","39.217091408","9.115143895","aperto","gratuita","La Biblioteca Universitaria di Cagliari venne istituita nel 1764 ed edificata, per volere del re Carlo Emanuele III di Sardegna, nell'edificio eretto sopra il Bastione del Balice. Alla Biblioteca fu riservato un apposito salone di conservazione e di lettura chiamato Sala Grande, oggi Sala Settecentesca, arredato con una elegante scaffalatura laccata e dorata. La Biblioteca attualmente conserva più di 6000 manoscritti, 236 incunaboli e oltre 5000 cinquecentine.",,,,,,"LU-SA","09:00-13:00","Prenotazione: nessuna.","fotoriproduzione// internet point// prestito// sala di consultazione// Wi-Fi","La sala di consultazione osserva il seguente orario: dal lunedì al sabato 08:30-13:00; il martedì, mercoledì e giovedì 08:30-19:00.","+39 070 661021// +39 070 652672 FAX","bu-ca@beniculturali.it// mbac-bu-ca@mailcert.beniculturali.it","https://buca.beniculturali.it","https://www.facebook.com/Biblioteca-Universitaria-di-Cagliari-578170765545726"
"R20FRB0338","museo, galleria e/o raccolta","Archeologia","Museo Archeologico Nazionale","https://www.sardegnacultura.it/j/v/258?s=22251&v=2&c=2487&t=1","https://catalogo.sardegnacultura.it/search/?searchText=Museo Archeologico Nazionale","CA","Cagliari",,"Piazza Arsenale, 1","39.222394763","9.116764118","aperto","a pagamento","Il Museo archeologico nazionale di Cagliari è il più importante museo archeologico della Sardegna. Arroccato  nella parte più alta della città nel quartiere medievale di Castello, fa parte del complesso museale della Cittadella dei Musei.  E’ la più importante e prestigiosa sede espositiva di antichità della Sardegna, con i suoi oltre 4000 oggetti che raccontano una storia lunga quasi 7.000 anni dalla Preistoria all’Alto Medioevo.","intero// ridotto// gratuito","euro 7,00// euro 3,50// ","Adulti.// Adulti dai 18 e 25 anni.// Minori sino ai 18 anni, personale del Ministero, membri dell'I.C.O.M., guide turistiche munite di licenza, militari del Nucleo Tutela Patrimonio Culturale, portatori di handicap e accompagnatore.",,,"MA-DO","09:00-20:00","La biglietteria chiude alle 19:15. Ogni prima Domenica del mese l’ingresso al museo è gratuito.","visite guidate","Per le visite guidate è necessaria la prenotazione.","+39 070 60518245// +39 070 60518248// +39 070 655911","man-ca@beniculturali.it","https://museoarcheocagliari.beniculturali.it// https://musei.sardegna.beniculturali.it/musei/museo-di-cagliari","https://it-it.facebook.com/MuseoArcheoCA"
